yaml_file,model_name,scale,task,nc,layers,parameters,gradients,gflops,error
v11/Detect/yolov11-OREPA-C2PSA-DAT-v10Detect.yaml,yolov11-OREPA-C2PSA-DAT-v10Detect-n,n,detect,80,223,4700432,4700416,6.9,
v11/Detect/yolov11-OREPA-v10Detect.yaml,yolov11-OREPA-v10Detect-n,n,detect,80,221,4673424,4673408,6.9,
v11/Detect/yolov11-SFSCNet.yaml,yolov11-SFSCNet-n,n,detect,80,199,2551184,2551168,6.9,
v11/OBB/yolov11-obb.yaml,yolov11-obb-n,n,obb,80,197,2695747,2695731,6.9,
v11/Pose/yolov11-GSConv-BiFPN-pose.yaml,yolov11-GSConv-BiFPN-pose-n,n,pose,80,225,2582820,2582804,6.9,
v12/OBB/yolov12-obb.yaml,yolov12-obb-n,n,obb,80,311,2655523,2655507,6.9,
v5/OBB/yolov5-CCFM-obb.yaml,yolov5-CCFM-obb-n,n,obb,80,182,1845843,1845827,6.9,
v5/Segment/yolov5-Lite-c-seg.yaml,yolov5-Lite-c-seg-n,n,segment,80,248,1072584,1072568,6.9,
v5/Segment/yolov5-MobileOne-Lite-g-seg.yaml,yolov5-MobileOne-Lite-g-seg-n,n,segment,80,240,873392,873376,6.9,
v8/OBB/yolov8-Lite-c-obb.yaml,yolov8-Lite-c-obb-s,s,obb,80,229,2366403,2366387,6.9,
Other/StripNet/v8/Detect/yolov8-StripNet-S.yaml,yolov8-StripNet-S-n,n,detect,80,148,2299248,2299232,7,
v10/Detect/yolov10n-C2f-RepELAN-low.yaml,yolov10n-C2f-RepELAN-low-n,n,detect,80,323,2242704,2242688,7,
v5/Pose/yolov5-PPLCNet-pose.yaml,yolov5-PPLCNet-pose-n,n,pose,80,171,2712787,2712771,7,
v8/Segment/yolov8-Lite-c-seg.yaml,yolov8-Lite-c-seg-n,n,segment,80,236,1141512,1141496,7,
RTMDet/Detect/RTMDet-n.yaml,RTMDet-n,-,detect,80,184,2264296,2264280,7.1,
v11/Detect/yolov11-DiT-CCFM-IDetect.yaml,yolov11-DiT-CCFM-IDetect-n,n,detect,80,199,3443616,3443600,7.1,
v11/Detect/yolov11-LAE.yaml,yolov11-LAE-n,n,detect,80,207,2288304,2288288,7.1,
v5/Detect/yolov5-p34.yaml,yolov5-p34-n,n,detect,80,131,1773200,1773184,7.1,
v5/Pose/yolov5-Lite-c-pose.yaml,yolov5-Lite-c-pose-s,s,pose,80,241,2303067,2303051,7.1,
v8/Detect/yolov8-C2f-FasterBlock.yaml,yolov8-C2f-FasterBlock-n,n,detect,80,151,2452000,2451984,7.1,
v11/Detect/yolov11-hyper.yaml,yolov11-hyper-n,n,detect,80,205,2877840,2877824,7.2,
v11/Pose/yolov11-DiT-C3k2-WTConv-CCFM-pose.yaml,yolov11-DiT-C3k2-WTConv-CCFM-pose-n,n,pose,80,215,2908795,2901611,7.2,
v12/Detect/yolov12-hyper.yaml,yolov12-hyper-n,n,detect,80,329,2837808,2837792,7.2,
v5/Detect/yolov5-Lite-e.yaml,yolov5-Lite-e-l,l,detect,80,197,1524720,1524704,7.2,
v8/Detect/yolov8-C2f-RVB.yaml,yolov8-C2f-RVB-n,n,detect,80,220,2462416,2462400,7.2,
RTMDet/OBB/RTMDet-n-obb.yaml,RTMDet-n-obb,-,obb,80,199,2299099,2299083,7.3,
X/Pose/yoloX-n-lite-c-pose.yaml,yoloX-n-lite-c-pose,-,pose,80,304,1487086,1487070,7.3,
v10/Detect/yolov10n-C2f-CSPHet.yaml,yolov10n-C2f-CSPHet-n,n,detect,80,333,2340384,2340368,7.3,
v11/Detect/yolov11-CCFM-C2PSA-DAT-v10Detect.yaml,yolov11-CCFM-C2PSA-DAT-v10Detect-n,n,detect,80,238,2189968,2189952,7.3,
v5/Detect/yolov5-DCNv2.yaml,yolov5-DCNv2,-,unknown,80,150,2712764,2712748,7.3,
v5/Detect/yolov5-Lite-s.yaml,yolov5-Lite-s-l,l,detect,80,233,2432512,2432496,7.3,
v5/OBB/yolov5-obb-p34.yaml,yolov5-obb-p34-n,n,obb,80,141,1805618,1805602,7.3,
v8/Detect/yolov8-C2f-RVB-EMA.yaml,yolov8-C2f-RVB-EMA-n,n,detect,80,238,2466384,2466368,7.3,
fbrt-yolo/Detect/FBRT-yolo-n.yaml,FBRT-yolo-n-n,n,detect,80,155,936780,936764,7.4,
v11/Detect/yolov11-DiT.yaml,yolov11-DiT-n,n,detect,80,177,3557840,3557824,7.4,
v5/Detect/yolov5-TripletAttention.yaml,yolov5-TripletAttention-n,n,detect,80,145,2438880,2438864,7.4,
v5/Classify/yolov5-PPLCNet-cls.yaml,yolov5-PPLCNet-cls-m,m,classify,80,82,8068328,8068328,7.5,
v5/Detect/yolov5-AKConv.yaml,yolov5-AKConv-n,n,detect,80,166,2437756,2437740,7.5,
v5/Detect/yolov5-ODConvNext.yaml,yolov5-ODConvNext-s,s,detect,80,147,2643163,2643147,7.5,
v5/OBB/yolov5-DCNv2-obb.yaml,yolov5-DCNv2-obb,-,unknown,80,165,2784431,2784415,7.5,
v7/Detect/u6/yolov7-C3C2-CPCA-u6.yaml,yolov7-C3C2-CPCA-u6-t,t,detect,80,225,6014256,6014240,7.5,
v7/Detect/u6/yolov7-C3C2-CrissCrossAttention-u6.yaml,yolov7-C3C2-CrissCrossAttention-u6-t,t,detect,80,227,6012493,6012477,7.5,
v7/Detect/u6/yolov7-C3C2-GAMAttention-u6.yaml,yolov7-C3C2-GAMAttention-u6-t,t,detect,80,231,6025056,6025040,7.5,
v7/Detect/u6/yolov7-C3C2-SegNextAttention-u6.yaml,yolov7-C3C2-SegNextAttention-u6-t,t,detect,80,231,6017184,6017168,7.5,
v7/Detect/u6/yolov7-C3C2-u6.yaml,yolov7-C3C2-u6-t,t,detect,80,225,6011952,6011936,7.5,
alss-yolo/Pose/alss-yolo-n-pose.yaml,alss-yolo-n-pose-n,n,pose,80,154,1717982,1717966,7.5,
damoyolo/Pose/DAMOyolo-n-pose.yaml,DAMOyolo-n-pose,-,pose,80,282,2903257,2903241,7.6,
fbrt-yolo/OBB/FBRT-yolo-n-obb.yaml,FBRT-yolo-n-obb-n,n,obb,80,165,969198,969182,7.6,
v11/Pose/yolov11-C3k2-ConvNeXtV2Block-BiFPN-pose.yaml,yolov11-C3k2-ConvNeXtV2Block-BiFPN-pose-n,n,pose,80,230,2746116,2746100,7.6,
v13/Pose/yolov13-pose.yaml,yolov13-pose-n,n,pose,80,424,2778578,2778562,7.6,
v5/OBB/yolov5-Lite-e-obb.yaml,yolov5-Lite-e-obb-l,l,obb,80,212,1602843,1602827,7.6,
v5/OBB/yolov5-Lite-s-obb.yaml,yolov5-Lite-s-obb-l,l,obb,80,248,2504179,2504163,7.6,
v7/OBB/u6/yolov7-C3C2-CPCA-obb-u6.yaml,yolov7-C3C2-CPCA-obb-u6-t,t,obb,80,240,6175323,6175307,7.6,
v7/OBB/u6/yolov7-C3C2-CrissCrossAttention-obb-u6.yaml,yolov7-C3C2-CrissCrossAttention-obb-u6-t,t,obb,80,242,6173560,6173544,7.6,
v7/OBB/u6/yolov7-C3C2-SegNextAttention-obb-u6.yaml,yolov7-C3C2-SegNextAttention-obb-u6-t,t,obb,80,246,6178251,6178235,7.6,
v7/OBB/u6/yolov7-C3C2-obb-u6.yaml,yolov7-C3C2-obb-u6-t,t,obb,80,240,6173019,6173003,7.6,
v8/Detect/yolov8-C2f-StarNet.yaml,yolov8-C2f-StarNet-n,n,detect,80,178,2683616,2683600,7.6,
v8/Detect/yolov8-FasterNet.yaml,yolov8-FasterNet-n,n,detect,80,164,2654996,2654980,7.6,
11/yolo11-pose.yaml,yolo11-pose-n,n,pose,80,197,2908507,2908491,7.7,
12/yolo12-pose.yaml,yolo12-pose-n,n,pose,80,311,2868283,2868267,7.7,
Other/FasterNet/v8/Detect/yolov8-FasterNet-T2.yaml,yolov8-FasterNet-T2-n,n,detect,80,170,2747732,2747716,7.7,
v10/Detect/yolov10n-C2f-ODConv.yaml,yolov10n-C2f-ODConv-n,n,detect,80,279,3776197,3776181,7.7,
v10/Detect/yolov10n-C2f-SAConv.yaml,yolov10n-C2f-SAConv-n,n,detect,80,242,3174569,3174553,7.7,
v11/Pose/yolov11-BiFPN-pose.yaml,yolov11-BiFPN-pose-n,n,pose,80,214,2704103,2704087,7.7,
v11/Pose/yolov11-C2PSA-MSDA-pose.yaml,yolov11-C2PSA-MSDA-pose-n,n,pose,80,200,2923227,2923211,7.7,
v11/Pose/yolov11-SlimNeck-BiFPN-pose.yaml,yolov11-SlimNeck-BiFPN-pose-n,n,pose,80,386,2861671,2861655,7.7,
v11/Pose/yolov11-pose.yaml,yolov11-pose-n,n,pose,80,197,2908507,2908491,7.7,
v12/Pose/yolov12-pose.yaml,yolov12-pose-n,n,pose,80,311,2868283,2868267,7.7,
v5/OBB/yolov5-AKConv-obb.yaml,yolov5-AKConv-obb-n,n,obb,80,181,2509423,2509407,7.7,
v5/OBB/yolov5-TripletAttention-obb.yaml,yolov5-TripletAttention-obb-n,n,obb,80,160,2510547,2510531,7.7,
v5/Pose/yolov5-CCFM-pose.yaml,yolov5-CCFM-pose-n,n,pose,80,182,1977963,1977947,7.7,
v7/OBB/u6/yolov7-C3C2-GAMAttention-obb-u6.yaml,yolov7-C3C2-GAMAttention-obb-u6-t,t,obb,80,246,6186123,6186107,7.7,
v8/Detect/yolov8-C2f-UniRepLKNetBlock.yaml,yolov8-C2f-UniRepLKNetBlock-n,n,detect,80,248,2723212,2723196,7.7,
v8/Pose/yolov8-Lite-c-pose.yaml,yolov8-Lite-c-pose-s,s,pose,80,229,2579163,2579147,7.7,
X/Detect/yoloX-t-lite-c.yaml,yoloX-t-lite-c,-,detect,80,274,1790924,1790908,7.8,
v11/Pose/yolov11-EfficientViM-CCFM-pose.yaml,yolov11-EfficientViM-CCFM-pose-n,n,pose,80,280,6853497,6853481,7.8,
v5/Detect/yolov5-CNeB-neck.yaml,yolov5-CNeB-neck-n,n,detect,80,162,2619168,2619152,7.8,
v5/Detect/yolov5-CoordAtt.yaml,yolov5-CoordAtt-n,n,detect,80,161,2661496,2661480,7.8,
v5/Detect/yolov5-ECAAttention.yaml,yolov5-ECAAttention-n,n,detect,80,157,2654819,2654803,7.8,
v5/Detect/yolov5-LeakyReLU.yaml,yolov5-LeakyReLU-n,n,detect,80,154,2654816,2654800,7.8,
v5/Detect/yolov5-MobileOne.yaml,yolov5-MobileOne-n,n,detect,80,218,2573728,2573712,7.8,
v5/Detect/yolov5-SEAttention.yaml,yolov5-SEAttention-n,n,detect,80,159,2663008,2662992,7.8,
v5/Detect/yolov5-SimSPPF.yaml,yolov5-SimSPPF-n,n,detect,80,155,2654816,2654800,7.8,
v5/Detect/yolov5-sn2.yaml,yolov5-sn2-n,n,detect,80,161,2609408,2609392,7.8,
v5/Detect/yolov5-transformer.yaml,yolov5-transformer-n,n,detect,80,157,2654944,2654928,7.8,
v5/Detect/yolov5.yaml,yolov5-n,n,detect,80,154,2654816,2654800,7.8,
v5/yolov5.yaml,yolov5-n,n,detect,80,154,2654816,2654800,7.8,
v7/Classify/yolov7-tiny-cls.yaml,yolov7-tiny-cls,-,classify,80,57,3224816,3224816,7.8,
v7/Pose/u6/yolov7-C3C2-CPCA-pose-u6.yaml,yolov7-C3C2-CPCA-pose-u6-t,t,pose,80,240,6401499,6401483,7.8,
v8/Detect/yolov8-ODConvNext.yaml,yolov8-ODConvNext-s,s,detect,1,129,2949742,2949726,7.8,
v11/Detect/yolov11-ASF.yaml,yolov11-ASF-n,n,detect,80,206,2931824,2931808,7.9,
v5/Detect/yolov5-AIFI.yaml,yolov5-AIFI-n,n,detect,80,157,2820064,2820048,7.9,
v5/Detect/yolov5-CAConv.yaml,yolov5-CAConv-n,n,detect,80,218,2677088,2677072,7.9,
v5/Detect/yolov5-CrissCrossAttention.yaml,yolov5-CrissCrossAttention-n,n,detect,80,158,2737057,2737041,7.9,
v5/Detect/yolov5-SegNextAttention.yaml,yolov5-SegNextAttention-n,n,detect,80,162,2748768,2748752,7.9,
v7/Detect/u6/yolov7-MobileOne-u6.yaml,yolov7-MobileOne-u6-t,t,detect,80,301,7859376,7859360,7.9,
v7/Pose/u6/yolov7-C3C2-CrissCrossAttention-pose-u6.yaml,yolov7-C3C2-CrissCrossAttention-pose-u6-t,t,pose,80,242,6399736,6399720,7.9,
v7/Pose/u6/yolov7-C3C2-GAMAttention-pose-u6.yaml,yolov7-C3C2-GAMAttention-pose-u6-t,t,pose,80,246,6412299,6412283,7.9,
v7/Pose/u6/yolov7-C3C2-SegNextAttention-pose-u6.yaml,yolov7-C3C2-SegNextAttention-pose-u6-t,t,pose,80,246,6404427,6404411,7.9,
v7/Pose/u6/yolov7-C3C2-pose-u6.yaml,yolov7-C3C2-pose-u6-t,t,pose,80,240,6399195,6399179,7.9,
v11/Pose/yolov11-CoordConv-BiFPN-pose.yaml,yolov11-CoordConv-BiFPN-pose-n,n,pose,80,225,2716871,2716855,7.9,
Other/vHeat/v8/Detect/yolov8-vHeat-T.yaml,yolov8-vHeat-T-n,n,detect,80,156,3019640,3019624,8,
X/OBB/yoloX-t-lite-c-obb.yaml,yoloX-t-lite-c-obb,-,obb,80,304,1830170,1830154,8,
v10/Detect/yolov10n-C2f-MSBlock.yaml,yolov10n-C2f-MSBlock-n,n,detect,80,558,2492816,2492800,8,
v11/Detect/yolov11-C3k2-OREPA-backbone-v10Detect.yaml,yolov11-C3k2-OREPA-backbone-v10Detect-n,n,detect,80,216,3617328,3617312,8,
v11/Pose/yolov11-EfficientViT-Microsoft-CCFM-pose.yaml,yolov11-EfficientViT-Microsoft-CCFM-pose-n,n,pose,80,406,3189019,3189003,8,
v5/Detect/yolov5-BoT3.yaml,yolov5-BoT3-n,n,detect,80,167,2869600,2869584,8,
v5/Detect/yolov5-CPCA.yaml,yolov5-CPCA-n,n,detect,80,156,2786400,2786384,8,
v5/Detect/yolov5-p6.yaml,yolov5-p6-n,n,detect,80,203,4334896,4334880,8,
v5/OBB/yolov5-CNeB-neck-obb.yaml,yolov5-CNeB-neck-obb-n,n,obb,80,177,2690835,2690819,8,
v5/OBB/yolov5-transformer-obb.yaml,yolov5-transformer-obb-n,n,obb,80,172,2726611,2726595,8,
v5/yolov5-p6.yaml,yolov5-p6-n,n,detect,80,203,4334896,4334880,8,
v7/OBB/u6/yolov7-MobileOne-obb-u6.yaml,yolov7-MobileOne-obb-u6-t,t,obb,80,316,8020443,8020427,8,
v8/Detect/yolov8-C2f-DRB.yaml,yolov8-C2f-DRB-n,n,detect,80,190,2746032,2746016,8,
v8/Detect/yolov8-C2f-RetBlock.yaml,yolov8-C2f-RetBlock-n,n,detect,80,188,2848752,2848736,8,
v8/Detect/yolov8-p34.yaml,yolov8-p34-n,n,detect,80,109,2078976,2078960,8,
v5/Detect/yolov5-old.yaml,yolov5-old-n,n,detect,80,159,2665184,2665168,8,
RTMDet/Pose/RTMDet-n-pose.yaml,RTMDet-n-pose,-,pose,80,199,2431219,2431203,8.1,
v10/Detect/yolov10n-DynamicConv.yaml,yolov10n-DynamicConv-n,n,detect,80,224,2955372,2955356,8.1,
v10/Detect/yolov10n-SlimNeck.yaml,yolov10n-SlimNeck-n,n,detect,80,294,2906208,2906192,8.1,
v11/Detect/yolov11-EfficientViT_microsoft.yaml,yolov11-EfficientViT_microsoft-n,n,detect,80,381,3777360,3777344,8.1,
v11/Detect/yolov11-GhostNetv1.yaml,yolov11-GhostNetv1-n,n,detect,80,385,5125876,5125860,8.1,
v11/Detect/yolov11-SoftHGNN.yaml,yolov11-SoftHGNN-n,n,detect,80,228,3190608,3190592,8.1,
v11/Pose/yolov11-UPA-pose.yaml,yolov11-UPA-pose-n,n,pose,80,205,3118217,3118201,8.1,
v5/Detect/yolov5-CARAFE.yaml,yolov5-CARAFE-n,n,detect,80,158,2800856,2800840,8.1,
v5/Detect/yolov5-DAttention.yaml,yolov5-DAttention-n,n,detect,80,165,2942560,2942544,8.1,
v5/Detect/yolov5-p7.yaml,yolov5-p7-n,n,detect,80,252,7039488,7039472,8.1,
v5/OBB/yolov5-CoordAtt-obb.yaml,yolov5-CoordAtt-obb-n,n,obb,80,176,2733163,2733147,8.1,
v5/OBB/yolov5-ECAAttention-obb.yaml,yolov5-ECAAttention-obb-n,n,obb,80,172,2726486,2726470,8.1,
v5/OBB/yolov5-LeakyReLU-obb.yaml,yolov5-LeakyReLU-obb-n,n,obb,80,169,2726483,2726467,8.1,
v5/OBB/yolov5-SEAttention-obb.yaml,yolov5-SEAttention-obb-n,n,obb,80,174,2734675,2734659,8.1,
v5/OBB/yolov5-SimSPPF-obb.yaml,yolov5-SimSPPF-obb-n,n,obb,80,170,2726483,2726467,8.1,
v5/OBB/yolov5-obb.yaml,yolov5-obb-n,n,obb,80,169,2726483,2726467,8.1,
v5/Pose/yolov5-pose-p34.yaml,yolov5-pose-p34-n,n,pose,80,141,1913858,1913842,8.1,
v5/Detect/yolov5-old-p6.yaml,yolov5-old-p6-n,n,detect,80,208,4345264,4345248,8.1,
v5/Detect/yolov5-GAMAttention.yaml,yolov5-GAMAttention-n,n,detect,80,162,3090272,3090256,8.2,
v5/OBB/yolov5-AIFI-obb.yaml,yolov5-AIFI-obb-n,n,obb,80,172,2891731,2891715,8.2,
v5/OBB/yolov5-CAConv-obb.yaml,yolov5-CAConv-obb-n,n,obb,80,233,2748755,2748739,8.2,
v5/OBB/yolov5-CrissCrossAttention-obb.yaml,yolov5-CrissCrossAttention-obb-n,n,obb,80,173,2808724,2808708,8.2,
v5/OBB/yolov5-SegNextAttention-obb.yaml,yolov5-SegNextAttention-obb-n,n,obb,80,177,2820435,2820419,8.2,
v5/OBB/yolov5-obb-p6.yaml,yolov5-obb-p6-n,n,obb,80,223,4436596,4436580,8.2,
v6/Classify/yolov6-3.0-cls.yaml,yolov6-3.0-cls-n,n,classify,80,50,3223904,3223904,8.2,
v7/Pose/u6/yolov7-MobileOne-pose-u6.yaml,yolov7-MobileOne-pose-u6-t,t,pose,80,316,8246619,8246603,8.2,
v8/Detect/yolov8-HWD.yaml,yolov8-HWD-n,n,detect,80,142,2837872,2837856,8.2,
v8/Detect/yolov8-MobileOne.yaml,yolov8-MobileOne-n,n,detect,80,206,2848528,2848512,8.2,
v8/Detect/yolov8-SPDConv.yaml,yolov8-SPDConv-n,n,detect,80,131,2837200,2837184,8.2,
v8/Detect/yolov8-ShuffleAttention.yaml,yolov8-ShuffleAttention-n,n,detect,2,133,3011334,3011318,8.2,
v8/OBB/yolov8-obb-p34.yaml,yolov8-obb-p34-n,n,obb,80,119,2111394,2111378,8.2,
maf-yolo/Detect/MAF-YOLOv2-lite-n.yaml,MAF-YOLOv2-lite-n-n,n,detect,80,467,2072768,2072752,8.3,
v10/Detect/yolov10n-ADown.yaml,yolov10n-ADown-n,n,detect,80,230,2732256,2732240,8.3,
v11/Detect/yolov11-GroupMixFormer.yaml,yolov11-GroupMixFormer-s,s,detect,80,758,10688994,10688978,8.3,
v11/Detect/yolov11-RepGFPN.yaml,yolov11-RepGFPN-n,n,detect,80,257,3320688,3320672,8.3,
v11/Pose/yolov11-hyper-pose.yaml,yolov11-hyper-pose-n,n,pose,80,220,3162267,3162251,8.3,
v5/OBB/yolov5-CPCA-obb.yaml,yolov5-CPCA-obb-n,n,obb,80,171,2858067,2858051,8.3,
v5/OBB/yolov5-DAttention-obb.yaml,yolov5-DAttention-obb-n,n,obb,80,180,3014227,3014211,8.3,
v5/Pose/yolov5-Lite-e-pose.yaml,yolov5-Lite-e-pose-l,l,pose,80,212,1735707,1735691,8.3,
v8/Detect/yolov8-SegNextAttention.yaml,yolov8-SegNextAttention-n,n,detect,2,138,3105190,3105174,8.3,
fbrt-yolo/Pose/FBRT-yolo-n-pose.yaml,FBRT-yolo-n-pose-n,n,pose,80,165,1077438,1077422,8.4,
v10/Detect/yolov10n-SPDConv.yaml,yolov10n-SPDConv-n,n,detect,80,225,2742240,2742224,8.4,
v11/Detect/yolov11-Mamba-v10Detect.yaml,yolov11-Mamba-v10Detect-n,n,detect,80,307,2995792,2995776,8.4,
v5/Detect/yolov5-scal-zoom.yaml,yolov5-scal-zoom-n,n,detect,80,168,2719264,2719248,8.4,
v5/OBB/yolov5-GAMAttention-obb.yaml,yolov5-GAMAttention-obb-n,n,obb,80,177,3161939,3161923,8.4,
v5/OBB/yolov5-obb-p7.yaml,yolov5-obb-p7-n,n,obb,80,277,7180437,7180421,8.4,
v5/Pose/yolov5-DCNv2-pose.yaml,yolov5-DCNv2-pose,-,unknown,80,165,2997191,2997175,8.4,
v5/Pose/yolov5-Lite-s-pose.yaml,yolov5-Lite-s-pose-l,l,pose,80,248,2716939,2716923,8.4,
v8/Detect/yolov8-C2f-EMBC.yaml,yolov8-C2f-EMBC-n,n,detect,80,190,3505776,3505760,8.4,
v8/Detect/yolov8-C2f-EMSC.yaml,yolov8-C2f-EMSC-n,n,detect,80,154,2868944,2868928,8.4,
v8/Detect/yolov8-CNeB-neck.yaml,yolov8-CNeB-neck-n,n,detect,80,150,2846752,2846736,8.4,
v8/Detect/yolov8-DAttention.yaml,yolov8-DAttention-n,n,detect,2,141,3298982,3298966,8.4,
v8/OBB/yolov8-ShuffleAttention-obb.yaml,yolov8-ShuffleAttention-obb-n,n,obb,2,148,3083001,3082985,8.4,
v11/Detect/yolov11-DecoupleNet.yaml,yolov11-DecoupleNet-n,n,detect,80,437,4849388,4849372,8.5,
v5/Pose/yolov5-TripletAttention-pose.yaml,yolov5-TripletAttention-pose-n,n,pose,80,160,2723307,2723291,8.5,
v8/Detect/yolov8-Extend.yaml,yolov8-Extend-n,n,detect,80,175,3275502,3275486,8.5,
v8/OBB/yolov8-DCNv2-obb.yaml,yolov8-DCNv2-obb-n,n,obb,80,141,3286815,3286799,8.5,
v8/OBB/yolov8-MobileOne-obb.yaml,yolov8-MobileOne-obb-n,n,obb,80,221,2920195,2920179,8.5,
v8/OBB/yolov8-SegNextAttention-obb.yaml,yolov8-SegNextAttention-obb-n,n,obb,2,153,3176857,3176841,8.5,
v9/Detect/gelan-t.yaml,gelan-t,-,detect,80,544,2128720,2128704,8.5,
v9/yolov9t.yaml,yolov9t,-,detect,80,544,2128720,2128704,8.5,
v5/Detect/yolov5-hornet-neck.yaml,yolov5-hornet-neck-n,n,detect,80,160,3282688,3282672,8.6,
v8/Detect/yolov8-C2f-EMSCP.yaml,yolov8-C2f-EMSCP-n,n,detect,80,178,3023056,3023040,8.6,
v8/Detect/yolov8-C2f-MSBlockv2.yaml,yolov8-C2f-MSBlockv2-n,n,detect,80,353,3036000,3035984,8.6,
v10/Detect/yolov10n-C2f-SENetV1.yaml,yolov10n-C2f-SENetV1-n,n,detect,80,269,2780032,2780016,8.7,
v10/Detect/yolov10n-HAT.yaml,yolov10n-HAT-n,n,detect,80,762,7702168,7702152,8.7,
v10/Detect/yolov10n.yaml,yolov10n-n,n,detect,80,224,2775520,2775504,8.7,
v10/yolov10n.yaml,yolov10n-n,n,detect,80,224,2775520,2775504,8.7,
v11/Detect/yolov11-MobileViTv1.yaml,yolov11-MobileViTv1-n,n,detect,80,327,2982920,2982904,8.7,
v5/Detect/yolov5-ihp.yaml,yolov5-ihp-n,n,detect,80,158,3286784,3286768,8.7,
v8/Detect/yolov8-AKConv.yaml,yolov8-AKConv-n,n,detect,80,142,3011928,3011912,8.7,
v8/Detect/yolov8-LCDConv.yaml,yolov8-LCDConv-n,n,detect,80,142,3011928,3011912,8.7,
v8/Detect/yolov8-RepViTBlock.yaml,yolov8-RepViTBlock-n,n,detect,80,140,3489744,3489728,8.7,
v8/OBB/yolov8-CNeB-neck-obb.yaml,yolov8-CNeB-neck-obb-n,n,obb,80,165,2918419,2918403,8.7,
v8/OBB/yolov8-DAttention-obb.yaml,yolov8-DAttention-obb-n,n,obb,2,156,3370649,3370633,8.7,
v9/OBB/gelan-t-obb.yaml,gelan-t-obb,-,obb,80,559,2177347,2177331,8.7,
Master/v0/Detect/yolo-master-n.yaml,yolo-master-n-n,n,detect,80,368,2675932,2675916,8.8,
v10/Detect/yolov10n-C2f-SENetV2.yaml,yolov10n-C2f-SENetV2-n,n,detect,80,324,2793568,2793552,8.8,
v10/Detect/yolov10n-FocalModulation.yaml,yolov10n-FocalModulation-n,n,detect,80,227,2883555,2883539,8.8,
v10/Detect/yolov10n-SENetV2.yaml,yolov10n-SENetV2-n,n,detect,80,257,2818528,2818512,8.8,
v11/Detect/yolov11-MobileNetv2.yaml,yolov11-MobileNetv2-n,n,detect,80,274,3525680,3525664,8.8,
v8/Detect/yolov8-p6.yaml,yolov8-p6-n,n,detect,80,171,4984352,4984336,8.8,
v8/Detect/yolov8-sn2.yaml,yolov8-sn2-n,n,detect,80,137,3111792,3111776,8.8,
v8/yolov8-p6.yaml,yolov8-p6-n,n,detect,80,171,4984352,4984336,8.8,
v10/Detect/yolov10n-C2f-Triple.yaml,yolov10n-C2f-Triple-n,n,detect,80,305,2778220,2778204,8.9,
v10/Detect/yolov10n-SEAM.yaml,yolov10n-SEAM-n,n,detect,80,257,2879008,2878992,8.9,
v10/Detect/yolov10n-SPPELAN.yaml,yolov10n-SPPELAN-n,n,detect,80,225,2939616,2939600,8.9,
v11/Pose/yolov11-EfficientViM-CCFM-pose.yaml,yolov11-EfficientViM-CCFM-pose-s,s,pose,80,280,8631561,8631545,8.9,
v12/Detect/yolov12-ASF.yaml,yolov12-ASF-n,n,detect,80,470,3095904,3095888,8.9,
v5/OBB/yolov5-hornet-neck-obb.yaml,yolov5-hornet-neck-obb-n,n,obb,80,175,3354355,3354339,8.9,
v5/Pose/yolov5-CNeB-neck-pose.yaml,yolov5-CNeB-neck-pose-n,n,pose,80,177,2903595,2903579,8.9,
v5/Pose/yolov5-CoordAtt-pose.yaml,yolov5-CoordAtt-pose-n,n,pose,80,176,2945923,2945907,8.9,
v5/Pose/yolov5-ECAAttention-pose.yaml,yolov5-ECAAttention-pose-n,n,pose,80,172,2939246,2939230,8.9,
v5/Pose/yolov5-LeakyReLU-obb.yaml,yolov5-LeakyReLU-obb-n,n,pose,80,169,2939243,2939227,8.9,
v5/Pose/yolov5-SEAttention-pose.yaml,yolov5-SEAttention-pose-n,n,pose,80,174,2947435,2947419,8.9,
v5/Pose/yolov5-SimSPPF-pose.yaml,yolov5-SimSPPF-pose-n,n,pose,80,170,2939243,2939227,8.9,
v5/Pose/yolov5-pose.yaml,yolov5-pose-n,n,pose,80,169,2939243,2939227,8.9,
v8/Detect/yolov8-C2f-DAttention.yaml,yolov8-C2f-DAttention-n,n,detect,80,141,3224976,3224960,8.9,
v8/Detect/yolov8-CAConv.yaml,yolov8-CAConv-n,n,detect,80,178,3169248,3169232,8.9,
v8/Detect/yolov8-CoordAtt.yaml,yolov8-CoordAtt-n,n,detect,80,137,3163880,3163864,8.9,
v8/Detect/yolov8-CrissCrossAttention.yaml,yolov8-CrissCrossAttention-n,n,detect,80,134,3239441,3239425,8.9,
v8/Detect/yolov8-ECAAttention.yaml,yolov8-ECAAttention-n,n,detect,80,133,3157203,3157187,8.9,
v8/Detect/yolov8-LeakyReLU.yaml,yolov8-LeakyReLU-n,n,detect,80,130,3157200,3157184,8.9,
v8/Detect/yolov8-SEAttention.yaml,yolov8-SEAttention-n,n,detect,80,135,3165392,3165376,8.9,
v8/Detect/yolov8-SimAM.yaml,yolov8-SimAM-n,n,detect,80,131,3157200,3157184,8.9,
v8/Detect/yolov8-SimSPPF.yaml,yolov8-SimSPPF-n,n,detect,80,131,3157200,3157184,8.9,
v8/Detect/yolov8-TripletAttention.yaml,yolov8-TripletAttention-n,n,detect,80,157,3158100,3158084,8.9,
v8/Detect/yolov8.yaml,yolov8-n,n,detect,80,130,3157200,3157184,8.9,
